1	304
1	311
1	509
1	529
1	592
1	593
2	5
2	92
2	114
2	150
2	286
2	301
2	302
2	395
2	414
2	482
2	671
2	677
2	807
3	126
3	666
3	725
4	739
5	576
6	279
6	314
6	467
6	719
7	93
8	39
9	296
9	335
10	485
10	576
11	530
12	208
13	199
14	529
15	384
15	423
16	252
17	740
17	742
17	743
17	744
17	749
18	528
19	467
19	509
19	529
20	328
21	287
21	297
21	316
21	433
22	576
23	88
23	115
23	199
23	300
23	301
23	302
23	322
23	323
23	475
23	509
23	587
23	719
24	541
25	706
26	739
27	593
28	59
29	355
30	248
30	296
31	296
32	595
33	48
33	74
33	81
33	296
33	314
33	406
33	467
33	472
33	509
33	561
33	663
33	723
33	727
34	1
34	126
34	296
34	331
34	666
35	296
35	478
36	708
37	460
38	467
38	509
39	121
40	296
40	329
40	334
40	737
41	150
42	480
43	314
44	150
44	160
44	503
44	685
44	781
44	782
45	146
45	148
45	314
45	315
45	475
45	721
45	726
45	737
45	763
46	150
46	307
46	335
46	467
46	481
46	482
46	726
47	315
47	509
47	576
48	313
49	167
49	210
50	296
51	202
52	114
52	334
53	467
53	509
53	510
54	774
54	778
54	786
54	788
55	150
55	307
56	704
57	314
58	576
59	95
59	396
59	663
59	746
60	49
60	150
60	296
60	321
60	324
60	644
61	516
61	520
61	694
61	695
62	314
63	202
63	499
64	279
64	755
65	138
65	150
66	271
67	195
67	202
68	11
68	13
68	94
68	110
68	118
68	147
68	150
68	196
68	209
68	279
68	288
68	296
68	298
68	308
68	314
68	359
68	450
68	467
68	474
68	475
68	492
68	509
68	542
68	546
68	550
68	576
68	617
68	655
68	668
68	678
68	682
68	707
68	719
68	726
68	730
68	739
68	753
68	804
69	314
70	719
71	120
71	562
72	194
73	6
73	7
73	29
73	32
73	43
73	54
73	69
73	79
73	84
73	100
73	107
73	109
73	113
73	114
73	140
73	143
73	146
73	147
73	148
73	150
73	171
73	189
73	194
73	201
73	206
73	210
73	214
73	246
73	264
73	279
73	296
73	308
73	310
73	314
73	330
73	332
73	335
73	349
73	351
73	353
73	369
73	371
73	372
73	379
73	391
73	392
73	396
73	405
73	410
73	424
73	449
73	457
73	467
73	475
73	490
73	492
73	501
73	505
73	509
73	512
73	524
73	525
73	542
73	575
73	576
73	582
73	591
73	622
73	623
73	639
73	677
73	678
73	679
73	680
73	681
73	692
73	719
73	720
73	724
73	726
73	739
73	751
73	752
73	754
73	764
73	775
73	785
73	795
73	799
73	802
73	818
74	57
75	296
76	119
76	150
76	157
76	209
76	245
76	279
76	296
76	314
76	337
76	373
76	467
76	475
76	482
76	489
76	506
76	527
76	542
76	546
76	556
76	572
76	573
76	576
76	592
76	687
76	688
76	689
76	690
76	726
76	736
76	739
76	769
77	168
77	191
77	466
77	576
77	592
77	616
77	658
78	91
78	190
78	577
78	684
79	150
79	307
79	526
80	597
81	164
82	791
83	22
83	114
83	147
83	149
83	150
83	212
83	279
83	296
83	314
83	319
83	324
83	348
83	467
83	475
83	486
83	544
83	576
83	648
83	678
83	722
83	760
83	773
84	147
85	475
86	296
86	377
86	494
87	457
88	719
89	20
89	177
89	203
89	283
89	482
89	488
89	509
90	117
90	475
91	296
92	576
93	84
93	146
93	147
93	189
93	261
93	293
93	296
93	314
93	349
93	467
93	475
93	583
93	662
93	719
93	726
93	729
93	731
94	7
94	39
94	46
94	56
94	65
94	67
94	73
94	83
94	94
94	106
94	108
94	113
94	124
94	125
94	133
94	137
94	139
94	145
94	146
94	150
94	172
94	176
94	177
94	178
94	186
94	194
94	208
94	232
94	262
94	272
94	276
94	278
94	279
94	288
94	296
94	314
94	315
94	316
94	320
94	324
94	335
94	346
94	349
94	367
94	373
94	397
94	407
94	412
94	415
94	427
94	430
94	436
94	440
94	449
94	467
94	475
94	507
94	509
94	527
94	542
94	546
94	566
94	576
94	580
94	598
94	626
94	657
94	668
94	670
94	677
94	678
94	707
94	719
94	726
94	754
94	758
94	776
94	794
94	796
94	801
94	816
94	828
95	9
95	10
95	122
95	236
95	296
95	578
96	296
97	467
98	150
98	296
98	463
98	537
99	150
99	155
100	560
101	467
102	115
102	202
103	593
104	150
104	467
104	475
104	561
104	596
105	296
105	467
106	576
107	188
107	230
107	576
108	817
109	467
109	482
110	594
111	314
111	324
111	437
111	460
112	85
112	482
113	475
113	482
114	754
115	705
115	736
116	250
116	296
117	139
117	146
117	254
117	261
117	279
117	314
117	336
117	342
117	349
117	374
117	434
117	467
117	475
117	509
117	605
117	620
117	628
117	632
117	665
117	726
118	467
119	2
119	16
119	150
119	296
119	735
120	17
120	76
120	640
120	645
121	166
121	467
121	475
122	39
122	313
123	114
123	142
123	150
123	296
123	324
123	467
123	576
123	629
123	633
123	726
124	7
124	39
124	94
124	105
124	114
124	119
124	142
124	144
124	147
124	150
124	249
124	271
124	296
124	314
124	348
124	400
124	428
124	440
124	467
124	475
124	484
124	509
124	521
124	546
124	677
124	678
124	704
124	707
124	710
124	719
124	726
124	770
124	821
125	455
126	193
126	197
127	267
127	268
127	269
128	269
129	267
129	268
129	269
130	150
131	509
132	146
132	150
132	177
132	256
132	284
132	296
132	314
132	348
132	349
132	467
132	475
132	485
132	764
133	314
133	509
134	8
134	15
134	25
134	27
134	28
134	41
134	44
134	51
134	55
134	61
134	63
134	66
134	77
134	84
134	94
134	96
134	99
134	105
134	118
134	139
134	146
134	147
134	150
134	174
134	183
134	185
134	189
134	211
134	260
134	261
134	274
134	277
134	278
134	279
134	283
134	285
134	288
134	296
134	308
134	312
134	313
134	314
134	316
134	317
134	319
134	324
134	338
134	339
134	347
134	348
134	349
134	356
134	376
134	381
134	390
134	400
134	454
134	457
134	467
134	468
134	470
134	475
134	484
134	492
134	498
134	507
134	509
134	532
134	536
134	542
134	556
134	566
134	572
134	576
134	590
134	592
134	601
134	602
134	603
134	606
134	634
134	649
134	667
134	673
134	678
134	682
134	696
134	704
134	707
134	719
134	721
134	726
134	734
134	737
134	739
134	745
134	754
134	756
134	767
134	800
135	314
135	428
136	314
137	314
138	296
139	296
140	296
141	150
142	296
142	308
142	314
142	467
142	581
142	636
142	719
142	739
142	762
143	12
143	21
143	31
143	40
143	84
143	114
143	139
143	146
143	148
143	150
143	153
143	177
143	209
143	279
143	296
143	314
143	315
143	316
143	318
143	319
143	324
143	349
143	400
143	401
143	467
143	474
143	475
143	488
143	509
143	550
143	555
143	566
143	604
143	644
143	669
143	678
143	711
143	716
143	719
143	721
143	741
143	812
144	296
145	279
146	257
146	314
146	777
147	425
148	467
149	148
149	576
150	650
151	324
152	467
153	85
154	719
155	33
155	34
155	39
155	45
155	60
155	62
155	75
155	84
155	87
155	94
155	101
155	137
155	144
155	146
155	147
155	149
155	150
155	165
155	173
155	187
155	189
155	192
155	194
155	198
155	209
155	213
155	231
155	237
155	243
155	251
155	266
155	276
155	279
155	290
155	292
155	296
155	305
155	313
155	314
155	316
155	324
155	326
155	327
